candidate_id,skills,qualification,experience_level,job_role,experience_enc
748,"c++, unity, game design, vr",bachelor's in game development,mid,game developer,0
749,"aws, jenkins, docker, terraform",bachelor's in computer science,senior,devops engineer,0
750,"php, laravel, mysql, javascript",bachelor's in information technology,entry,php developer,0
751,"python, tensorflow, keras, nlp",master's in data science,mid,data scientist,0
752,"solidity, ethereum, web3, blockchain",bachelor's in computer science,senior,blockchain developer,0
753,"react, javascript, html, css, redux",bachelor's in computer science,mid,frontend developer,0
754,"java, hibernate, sql, rest apis",bachelor's in software engineering,senior,backend developer,0
755,"digital marketing, seo, ppc, analytics",bachelor's in marketing,mid,marketing,0
756,"hr management, recruitment, employee relations",master's in human resources,senior,hr,0
757,"c#, .net core, azure, sql server",bachelor's in computer science,mid,c# developer,0
758,"swift, ios development, ui/ux, core data",bachelor's in computer science,entry,mobile developer,0
759,"network security, penetration testing, siem",master's in cybersecurity,senior,cybersecurity engineer,0
760,"agile, jira, stakeholder management",master's in business administration,mid,software project manager,0
761,"python, r, sql, machine learning",master's in data science,senior,data scientist,0
762,"figma, sketch, ui/ux, wireframing",bachelor's in design,entry,designer,0
763,"kubernetes, docker, gcp, ci/cd",bachelor's in computer science,mid,kubernetes operations engineer,0
764,"javascript, node.js, express, mongodb",bachelor's in information technology,entry,web developer,0
765,"python, django, postgresql, javascript",bachelor's in computer science,mid,full stack python developer,0
766,"java, spring boot, angular, aws",master's in software engineering,senior,full stack java developer,0
767,"c++, unreal engine, vr development",bachelor's in game development,mid,game developer,0
768,"aws, terraform, jenkins, linux",bachelor's in computer science,senior,devops engineer,0
769,"php, symfony, mysql, javascript",bachelor's in information technology,entry,php developer,0
770,"solidity, web3, ethereum, javascript",bachelor's in computer science,mid,blockchain developer,0
771,"react, typescript, html, css",bachelor's in computer science,entry,frontend developer,0
772,"java, spring, sql, microservices",bachelor's in software engineering,senior,backend developer,0
773,"marketing campaigns, social media, analytics",bachelor's in marketing,mid,marketing,0
774,"hr policies, recruitment, training",master's in human resources,senior,hr,0
775,"c#, asp.net, sql server, azure",bachelor's in computer science,mid,c# developer,0
776,"swift, ios development, ui/ux, core data",bachelor's in computer science,entry,mobile developer,0
777,"penetration testing, firewalls, siem",master's in cybersecurity,senior,cybersecurity engineer,0
778,"scrum, agile, project management",master's in business administration,mid,software project manager,0
779,"python, pandas, sql, tableau",master's in data science,entry,data analyst,0
780,"kubernetes, helm, aws, docker",bachelor's in computer science,senior,kubernetes operations engineer,0
781,"html, css, javascript, vue.js",bachelor's in information technology,mid,web developer,0
782,"python, tensorflow, nlp, deep learning",phd in artificial intelligence,senior,aiml,0
783,"java, kotlin, android sdk, rest apis",bachelor's in software engineering,mid,mobile developer,0
784,"python, flask, javascript, sql",bachelor's in computer science,"entry,",full stack python developer,0
785,"java, spring, react, aws",master's in software engineering,senior,full stack java developer,0
786,"adobe xd, figma, ui/ux, prototyping",bachelor's in graphic design,mid,designer,0
787,"sql, r, data visualization, statistics",bachelor's in statistics,entry,data analyst,0
788,"c++, unity, game design, vr",bachelor's in game development,mid,game developer,0
789,"aws, jenkins, docker, terraform",bachelor's in computer science,senior,devops engineer,0
790,"php, laravel, mysql, javascript",bachelor's in information technology,entry,php developer,0
791,"python, tensorflow, keras, nlp",master's in data science,mid,data scientist,0
792,"solidity, ethereum, web3, blockchain",bachelor's in computer science,senior,blockchain developer,0
793,"react, javascript, html, css, redux",bachelor's in computer science,mid,frontend developer,0
794,"java, hibernate, sql, rest apis",bachelor's in software engineering,senior,backend developer,0
795,"digital marketing, seo, ppc, analytics",bachelor's in marketing,mid,marketing,0
796,"hr management, recruitment, employee relations",master's in human resources,senior,hr,0
797,"c#, .net core, azure, sql server",bachelor's in computer science,mid,c# developer,0
798,"swift, ios, xcode, ui/ux",bachelor's in computer science,entry,mobile developer,0
799,"network security, ethical hacking, siem",master's in cybersecurity,senior,cybersecurity engineer,0
800,"agile, jira, stakeholder management",master's in business administration,mid,software project manager,0
801,"python, r, sql, machine learning",master's in data science,senior,data scientist,0
802,"figma, sketch, ui/ux, wireframing",bachelor's in design,entry,designer,0
803,"kubernetes, docker, gcp, ci/cd",bachelor's in computer science,mid,kubernetes operations engineer,0
804,"javascript, node.js, express, mongodb",bachelor's in information technology,entry,web developer,0
805,"python, django, postgresql, javascript",bachelor's in computer science,mid,full stack python developer,0
806,"java, spring boot, angular, aws",master's in software engineering,senior,full stack java developer,0
807,"c++, unreal engine, vr development",bachelor's in game development,mid,game developer,0
808,"aws, terraform, jenkins, linux",bachelor's in computer science,senior,devops engineer,0
809,"php, symfony, mysql, javascript",bachelor's in information technology,entry,php developer,0
810,"solidity, web3js, ethereum, javascript",bachelor's in computer science,mid,blockchain developer,0
811,"react, typescript, html, css",bachelor's in computer science,entry,frontend developer,0
812,"java, spring, sql, microservices",bachelor's in software engineering,senior,backend developer,0
813,"marketing campaigns, social media, analytics",bachelor's in marketing,mid,marketing,0
814,"hr policies, recruitment, training",master's in human resources,senior,hr,0
815,"c#, asp.net, sql server, azure",bachelor's in computer science,mid,c# developer,0
816,"swift, ios development, ui/ux, core data",bachelor's in computer science,entry,mobile developer,0
817,"penetration testing, firewalls, siem",master's in cybersecurity,senior,cybersecurity engineer,0
818,"scrum, agile, project management",master's in business administration,mid,software project manager,0
819,"python, pandas, sql, tableau",master's in data science,entry,data analyst,0
820,"kubernetes, helm, aws, docker",bachelor's in computer science,senior,kubernetes operations engineer,0
821,"html, css, javascript, vue.js",bachelor's in information technology,mid,web developer,0
822,"python, tensorflow, nlp, deep learning",phd in artificial intelligence,senior,aiml,0
823,"java, kotlin, android sdk, rest apis",bachelor's in software engineering,mid,mobile developer,0
824,"python, flask, javascript, sql",bachelor's in computer science,entry,full stack python developer,0
825,"java, spring, react, aws",master's in software engineering,senior,full stack java developer,0
826,"adobe xd, figma, ui/ux, prototyping",bachelor's in graphic design,mid,designer,0
827,"sql, r, data visualization, statistics",bachelor's in statistics,entry,data analyst,0
828,"c++, unity, game design, vr",bachelor's in game development,mid,game developer,0
829,"aws, jenkins, docker, terraform",bachelor's in computer science,senior,devops engineer,0
830,"php, laravel, mysql, javascript",bachelor's in information technology,entry,php developer,0
831,"python, tensorflow, keras, nlp",master's in data science,mid,data scientist,0
832,"solidity, ethereum, web3, blockchain",bachelor's in computer science,senior,blockchain developer,0
833,"react, javascript, html, css, redux",bachelor's in computer science,mid,frontend developer,0
834,"java, hibernate, sql, rest apis",bachelor's in software engineering,senior,backend developer,0
835,"digital marketing, seo, ppc, analytics",bachelor's in marketing,mid,marketing,0
836,"hr management, recruitment, employee relations",master's in human resources,senior,hr,0
837,"c#, .net core, azure, sql server",bachelor's in computer science,mid,c# developer,0
838,"swift, ios, xcode, ui/ux",bachelor's in computer science,entry,mobile developer,0
839,"network security, ethical hacking, siem",master's in cybersecurity,senior,cybersecurity engineer,0
840,"agile, jira, stakeholder management",master's in business administration,mid,software project manager,0
841,"python, r, sql, machine learning",master's in data science,senior,data scientist,0
842,"figma, sketch, ui/ux, wireframing",bachelor's in design,entry,designer,0
843,"kubernetes, docker, gcp, ci/cd",bachelor's in computer science,mid,kubernetes operations engineer,0
844,"javascript, node.js, express, mongodb",bachelor's in information technology,entry,web developer,0
845,"python, django, postgresql, javascript",bachelor's in computer science,mid,full stack python developer,0
846,"java, spring boot, angular, aws",master's in software engineering,senior,full stack java developer,0
847,"c++, unreal engine, vr development",bachelor's in game development,mid,game developer,0
848,"aws, terraform, jenkins, linux",bachelor's in computer science,senior,devops engineer,0
849,"php, symfony, mysql, javascript",bachelor's in information technology,entry,php developer,0
850,"solidity, web3, ethereum, javascript",bachelor's in computer science,mid,blockchain developer,0
851,"react, typescript, html, css",bachelor's in computer science,entry,frontend developer,0
852,"java, spring, sql, microservices",bachelor's in software engineering,senior,backend developer,0
853,"marketing campaigns, social media, analytics",bachelor's in marketing,mid,marketing,0
854,"hr policies, recruitment, training",master's in human resources,senior,hr,0
855,"c#, asp.net, sql server, azure",bachelor's in computer science,mid,c# developer,0
856,"swift, ios development, ui/ux, core data",bachelor's in computer science,entry,mobile developer,0
857,"penetration testing, firewalls, siem",master's in cybersecurity,senior,cybersecurity engineer,0
858,"scrum, agile, project management",master's in business administration,mid,software project manager,0
859,"python, pandas, sql, tableau",master's in data science,entry,data analyst,0
860,"kubernetes, helm, aws, docker",bachelor's in computer science,senior,kubernetes operations engineer,0
861,"html, css, javascript, vue.js",bachelor's in information technology,mid,web developer,0
862,"python, tensorflow, nlp, deep learning",phd in artificial intelligence,senior,aiml,0
863,"java, kotlin, android sdk, rest apis",bachelor's in software engineering,mid,mobile developer,0
864,"python, flask, javascript, sql",bachelor's in computer science,entry,full stack python developer,0
865,"java, spring, react, aws",master's in software engineering,senior,full stack java developer,0
866,"adobe xd, figma, ui/ux, prototyping",bachelor's in graphic design,mid,designer,0
867,"sql, r, data visualization, statistics",bachelor's in statistics,entry,data analyst,0
868,"c++, unity, game design, vr",bachelor's in game development,mid,game developer,0
869,"aws, jenkins, docker, terraform",bachelor's in computer science,senior,devops engineer,0
870,"php, laravel, mysql, javascript",bachelor's in information technology,entry,php developer,0
871,"python, tensorflow, keras, nlp",master's in data science,mid,data scientist,0
872,"solidity, ethereum, web3, blockchain",bachelor's in computer science,senior,blockchain developer,0
873,"react, javascript, html, css, redux",bachelor's in computer science,mid,frontend developer,0
874,"java, hibernate, sql, rest apis",bachelor's in software engineering,senior,backend developer,0
875,"digital marketing, seo, ppc, analytics",bachelor's in marketing,mid,marketing,0
876,"hr management, recruitment, employee relations",master's in human resources,senior,hr,0
877,"c#, .net core, azure, sql server",bachelor's in computer science,mid,c# developer,0
878,"swift, ios, xcode, ui/ux",bachelor's in computer science,entry,mobile developer,0
879,"network security, ethical hacking, siem",master's in cybersecurity,senior,cybersecurity engineer,0
880,"agile, jira, stakeholder management",master's in business administration,mid,software project manager,0
881,"python, r, sql, machine learning",master's in data science,senior,data scientist,0
882,"figma, sketch, ui/ux, wireframing",bachelor's in design,entry,designer,0
883,"kubernetes, docker, gcp, ci/cd",bachelor's in computer science,mid,kubernetes operations engineer,0
884,"javascript, node.js, express, mongodb",bachelor's in information technology,entry,web developer,0
885,"python, django, postgresql, javascript",bachelor's in computer science,mid,full stack python developer,0
886,"java, spring boot, angular, aws",master's in software engineering,senior,full stack java developer,0
887,"c++, unreal engine, vr development",bachelor's in game development,mid,game developer,0
888,"aws, terraform, jenkins, linux",bachelor's in computer science,senior,devops engineer,0
889,"php, symfony, mysql, javascript",bachelor's in information technology,entry,php developer,0
890,"solidity, web3, ethereum, javascript",bachelor's in computer science,mid,blockchain developer,0
891,"react, typescript, html, css",bachelor's in computer science,entry,frontend developer,0
892,"java, spring, sql, microservices",bachelor's in software engineering,senior,backend developer,0
893,"marketing campaigns, social media, analytics",bachelor's in marketing,mid,marketing,0
894,"hr policies, recruitment, training",master's in human resources,senior,hr,0
895,"c#, asp.net, sql server, azure",bachelor's in computer science,mid,c# developer,0
896,"swift, ios development, ui/ux, core data",bachelor's in computer science,entry,mobile developer,0
897,"penetration testing, firewalls, siem",master's in cybersecurity,senior,cybersecurity engineer,0
898,"scrum, agile, project management",master's in business administration,mid,software project manager,0
899,"python, pandas, sql, tableau",master's in data science,entry,data analyst,0
900,"kubernetes, helm, aws, docker",bachelor's in computer science,senior,kubernetes operations engineer,0
901,"html, css, javascript, vue.js",bachelor's in information technology,mid,web developer,0
902,"python, tensorflow, nlp, deep learning",phd in artificial intelligence,senior,aiml,0
903,"java, kotlin, android sdk, rest apis",bachelor's in software engineering,mid,mobile developer,0
904,"python, flask, javascript, sql",bachelor's in computer science,entry,full stack python developer,0
905,"java, spring, react, aws",master's in software engineering,senior,full stack java developer,0
906,"adobe xd, figma, ui/ux, prototyping",bachelor's in graphic design,mid,designer,0
907,"sql, r, data visualization, statistics",bachelor's in statistics,entry,data analyst,0
908,"c++, unity, game design, vr",bachelor's in game development,mid,game developer,0
909,"aws, jenkins, docker, terraform",bachelor's in computer science,senior,devops engineer,0
910,"php, laravel, mysql, javascript",bachelor's in information technology,entry,php developer,0
911,"python, tensorflow, keras, nlp",master's in data science,mid,data scientist,0
912,"solidity, ethereum, web3, blockchain",bachelor's in computer science,senior,blockchain developer,0
913,"react, javascript, html, css, redux",bachelor's in computer science,mid,frontend developer,0
914,"java, hibernate, sql, rest apis",bachelor's in software engineering,senior,backend developer,0
915,"digital marketing, seo, ppc, analytics",bachelor's in marketing,mid,marketing,0
916,"hr management, recruitment, employee relations",master's in human resources,senior,hr,0
917,"c#, .net core, azure, sql server",bachelor's in computer science,mid,c# developer,0
918,"swift, ios, xcode, ui/ux",bachelor's in computer science,entry,mobile developer,0
919,"network security, ethical hacking, siem",master's in cybersecurity,senior,cybersecurity engineer,0
920,"agile, jira, stakeholder management",master's in business administration,mid,software project manager,0
921,"python, r, sql, machine learning",master's in data science,senior,data scientist,0
922,"figma, sketch, ui/ux, wireframing",bachelor's in design,entry,designer,0
923,"kubernetes, docker, gcp, ci/cd",bachelor's in computer science,mid,kubernetes operations engineer,0
924,"javascript, node.js, express, mongodb",bachelor's in information technology,entry,web developer,0
925,"python, django, postgresql, javascript",bachelor's in computer science,mid,full stack python developer,0
926,"java, spring boot, angular, aws",master's in software engineering,senior,full stack java developer,0
927,"c++, unreal engine, vr development",bachelor's in game development,mid,game developer,0
928,"aws, terraform, jenkins, linux",bachelor's in computer science,senior,devops engineer,0
929,"php, symfony, mysql, javascript",bachelor's in information technology,entry,php developer,0
930,"solidity, web3, ethereum, javascript",bachelor's in computer science,mid,blockchain developer,0
931,"react, typescript, html, css",bachelor's in computer science,entry,frontend developer,0
932,"java, spring, sql, microservices",bachelor's in software engineering,senior,backend developer,0
933,"marketing campaigns, social media, analytics",bachelor's in marketing,mid,marketing,0
934,"hr policies, recruitment, training",master's in human resources,senior,hr,0
935,"c#, asp.net, sql server, azure",bachelor's in computer science,mid,c# developer,0
936,"swift, ios development, ui/ux, core data",bachelor's in computer science,entry,mobile developer,0
937,"penetration testing, firewalls, siem",master's in cybersecurity,senior,cybersecurity engineer,0
938,"scrum, agile, project management",master's in business administration,mid,software project manager,0
939,"python, pandas, sql, tableau",master's in data science,entry,data analyst,0
940,"kubernetes, helm, aws, docker",bachelor's in computer science,senior,kubernetes operations engineer,0
941,"html, css, javascript, vue.js",bachelor's in information technology,mid,web developer,0
942,"python, tensorflow, nlp, deep learning",phd in artificial intelligence,senior,aiml,0
943,"java, kotlin, android sdk, rest apis",bachelor's in software engineering,mid,mobile developer,0
944,"python, flask, javascript, sql",bachelor's in computer science,entry,full stack python developer,0
945,"java, spring, react, aws",master's in software engineering,senior,full stack java developer,0
946,"adobe xd, figma, ui/ux, prototyping",bachelor's in graphic design,mid,designer,0
947,"sql, r, data visualization, statistics",bachelor's in statistics,entry,data analyst,0
948,"c++, unity, game design, vr",bachelor's in game development,mid,game developer,0
949,"aws, jenkins, docker, terraform",bachelor's in computer science,senior,devops engineer,0
950,"php, laravel, mysql, javascript",bachelor's in information technology,entry,php developer,0
951,"python, tensorflow, keras, nlp",master's in data science,mid,data scientist,0
952,"solidity, ethereum, web3, blockchain",bachelor's in computer science,senior,blockchain developer,0
953,"react, javascript, html, css, redux",bachelor's in computer science,mid,frontend developer,0
954,"java, hibernate, sql, rest apis",bachelor's in software engineering,senior,backend developer,0
955,"digital marketing, seo, ppc, analytics",bachelor's in marketing,mid,marketing,0
956,"hr management, recruitment, employee relations",master's in human resources,senior,hr,0
957,"c#, .net core, azure, sql server",bachelor's in computer science,mid,c# developer,0
958,"swift, ios, xcode, ui/ux",bachelor's in computer science,entry,mobile developer,0
959,"network security, ethical hacking, siem",master's in cybersecurity,senior,cybersecurity engineer,0
960,"agile, jira, stakeholder management",master's in business administration,mid,software project manager,0
961,"python, r, sql, machine learning",master's in data science,senior,data scientist,0
962,"figma, sketch, ui/ux, wireframing",bachelor's in design,entry,designer,0
963,"kubernetes, docker, gcp, ci/cd",bachelor's in computer science,mid,kubernetes operations engineer,0
964,"javascript, node.js, express, mongodb",bachelor's in information technology,entry,web developer,0
965,"python, django, postgresql, javascript",bachelor's in computer science,mid,full stack python developer,0
966,"java, spring boot, angular, aws",master's in software engineering,senior,full stack java developer,0
967,"c++, unreal engine, vr development",bachelor's in game development,mid,game developer,0
968,"aws, terraform, jenkins, linux",bachelor's in computer science,senior,devops engineer,0
969,"php, symfony, mysql, javascript",bachelor's in information technology,entry,php developer,0
970,"solidity, web3, ethereum, javascript",bachelor's in computer science,mid,blockchain developer,0
971,"react, typescript, html, css",bachelor's in computer science,entry,frontend developer,0
972,"java, spring, sql, microservices",bachelor's in software engineering,senior,backend developer,0
973,"marketing campaigns, social media, analytics",bachelor's in marketing,mid,marketing,0
974,"hr policies, recruitment, training",master's in human resources,senior,hr,0
975,"c#, asp.net, sql server, azure",bachelor's in computer science,mid,c# developer,0
976,"swift, ios development, ui/ux, core data",bachelor's in computer science,entry,mobile developer,0
977,"penetration testing, firewalls, siem",master's in cybersecurity,senior,cybersecurity engineer,0
978,"scrum, agile, project management",master's in business administration,mid,software project manager,0
979,"python, pandas, sql, tableau",master's in data science,entry,data analyst,0
980,"kubernetes, helm, aws, docker",bachelor's in computer science,senior,kubernetes operations engineer,0
981,"html, css, javascript, vue.js",bachelor's in information technology,mid,web developer,0
982,"python, tensorflow, nlp, deep learning",phd in artificial intelligence,senior,aiml,0
983,"java, kotlin, android sdk, rest apis",bachelor's in software engineering,mid,mobile developer,0
984,"python, flask, javascript, sql",bachelor's in computer science,entry,full stack python developer,0
985,"java, spring, react, aws",master's in software engineering,senior,full stack java developer,0
986,"adobe xd, figma, ui/ux, prototyping",bachelor's in graphic design,mid,designer,0
987,"sql, r, data visualization, statistics",bachelor's in statistics,entry,data analyst,0
988,"c++, unity, game design, vr",bachelor's in game development,mid,game developer,0
989,"aws, jenkins, docker, terraform",bachelor's in computer science,senior,devops engineer,0
990,"php, laravel, mysql, javascript",bachelor's in information technology,entry,php developer,0
991,"python, tensorflow, keras, nlp",master's in data science,mid,data scientist,0
992,"solidity, ethereum, web3, blockchain",bachelor's in computer science,senior,blockchain developer,0
993,"react, javascript, html, css, redux",bachelor's in computer science,mid,frontend developer,0
994,"java, hibernate, sql, rest apis",bachelor's in software engineering,senior,backend developer,0
995,"digital marketing, seo, ppc, analytics",bachelor's in marketing,mid,marketing,0
996,"hr management, recruitment, employee relations",master's in human resources,senior,hr,0
997,"c#, .net core, azure, sql server",bachelor's in computer science,mid,c# developer,0
998,"swift, ios, xcode, ui/ux",bachelor's in computer science,entry,mobile developer,0
999,"network security, ethical hacking, siem",master's in cybersecurity,senior,cybersecurity engineer,0
1000,"agile, jira, stakeholder management",master's in business administration,mid,software project manager,0
